Title,Art Latitude,Art Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Super Category
Untitled,47.6452,-122.4014,Mounger Pool,47.64533877,-122.4006342,Pool,Recreation
Weather Prophet,47.70575,-122.291367,Meadowbrook Pool,47.70539147,-122.2915225,Pool,Recreation
William H. Seward,47.6319,-122.315717,Volunteer Park Wading Pool,47.63200809,-122.3139926,Pool,Recreation
.01 - Beacon Hill Discovery; .02 - Ravens Bill Downspouts,47.577833,-122.311267,Oak,47.57642966,-122.3098031,Pub,Food
"Collections  Objects, Experiences, Memories",47.719547,-122.297861,Elliott Bay Public House & Brewery,47.72037266,-122.2950055,Pub,Food
Garden of Color and Light,47.689133,-122.317467,Reservoir Bar & Grill,47.69063266,-122.3177999,Pub,Food
Gazebo,47.688967,-122.31665,Reservoir Bar & Grill,47.69063266,-122.3177999,Pub,Food
"Hydro Roots from the project ""Vista""",47.571517,-122.308267,Tippe and Drague Alehouse,47.57359934,-122.3089687,Pub,Food
JUMs,47.527683,-122.368817,Shad's Neighborhood Pub,47.528919,-122.368964,Pub,Food
Lake City Gateway,47.71912,-122.29557,Elliott Bay Public House & Brewery,47.72037266,-122.2950055,Pub,Food
Playground,47.67675,-122.30495,The Pub at Third Place,47.67597276,-122.3064378,Pub,Food
Playground Artwork,47.6767,-122.30495,The Pub at Third Place,47.67597276,-122.3064378,Pub,Food
Ross Creek,47.652517,-122.3594,George & Dragon Pub,47.6528445,-122.3561879,Pub,Food
Tidal Wave Story,47.571783,-122.3085,Tippe and Drague Alehouse,47.57359934,-122.3089687,Pub,Food
Untitled,47.719561,-122.297836,Elliott Bay Public House & Brewery,47.72037266,-122.2950055,Pub,Food
Wit and Wisdom,47.551267,-122.2779,Slow Boat Tavern,47.55097149,-122.2778184,Pub,Food
Wit and Wisdom,47.551267,-122.2779,Spinnaker Bay Brewing,47.55075574,-122.2774283,Pub,Food
Acrobat Constellation,47.622083,-122.352833,KEXP Studios,47.62273725,-122.3553292,Radio Station,Service
Fountain Of Creation,47.6229,-122.35375,KEXP Studios,47.62273725,-122.3553292,Radio Station,Service
Fountain of Seseragi,47.62335,-122.35247,KEXP Studios,47.62273725,-122.3553292,Radio Station,Service
Hydraulis,47.622133,-122.35335,KEXP Studios,47.62273725,-122.3553292,Radio Station,Service
In the Event,47.6221,-122.35477,KEXP Studios,47.62273725,-122.3553292,Radio Station,Service
Neon For The Bagley Wright Theatre,47.623883,-122.353183,KEXP Studios,47.62273725,-122.3553292,Radio Station,Service
Neototems,47.62235,-122.35255,KEXP Studios,47.62273725,-122.3553292,Radio Station,Service
Play Ray Plaza,47.622433,-122.355183,KEXP Studios,47.62273725,-122.3553292,Radio Station,Service
Pool,47.623067,-122.352867,KEXP Studios,47.62273725,-122.3553292,Radio Station,Service
.01 - Weather Permitting   .02 - Flow,47.669833,-122.384583,Sonic Boom Records,47.66860225,-122.3851395,Record Shop,Retail
Ballard Centennial Bell Tower,47.6675,-122.384883,Sonic Boom Records,47.66860225,-122.3851395,Record Shop,Retail
Coelacanths,47.6677,-122.384633,Sonic Boom Records,47.66860225,-122.3851395,Record Shop,Retail
Untitled,47.668017,-122.385367,Sonic Boom Records,47.66860225,-122.3851395,Record Shop,Retail
Untitled,47.668517,-122.386067,Sonic Boom Records,47.66860225,-122.3851395,Record Shop,Retail
Vagor I And Vagor II,47.6678,-122.38475,Sonic Boom Records,47.66860225,-122.3851395,Record Shop,Retail
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Sonic Boom Records,47.66860225,-122.3851395,Record Shop,Retail
Sky Legends,47.5481,-122.376017,Enterprise Rent-A-Car,47.54605508,-122.3767304,Rental Car Location,Retail
Homecoming,47.523467,-122.393633,captain's park,47.52328478,-122.3928562,Rest Area,Recreation
American Youth and Freedom,47.530217,-122.393317,Hoover Bar and Grill,47.52803918,-122.3927455,Restaurant,Food
Aureole,47.7243,-122.348633,L'forno,47.723272,-122.348015,Restaurant,Food
Chief Seattle,47.618417,-122.347417,Petra Mediterranean Bistro,47.6166841,-122.3465311,Restaurant,Food
Dr. Mark A. Matthews,47.618667,-122.341233,G.H. Pasta Co.,47.61673851,-122.3422761,Restaurant,Food
Swimming Fish,47.724233,-122.348633,L'forno,47.723272,-122.348015,Restaurant,Food
Untitled (Kiosk),47.615617,-122.344583,G.H. Pasta Co.,47.61673851,-122.3422761,Restaurant,Food
Untitled (Kiosk),47.615617,-122.344583,Petra Mediterranean Bistro,47.6166841,-122.3465311,Restaurant,Food
Untitled Star Map Floor Inlay,47.724083,-122.348533,L'forno,47.723272,-122.348015,Restaurant,Food
Water Borne,47.724167,-122.348633,L'forno,47.723272,-122.348015,Restaurant,Food
Whirr,47.724417,-122.348483,L'forno,47.723272,-122.348015,Restaurant,Food
Catfish,47.665717,-122.38225,Tractor Tavern,47.66583623,-122.382656,Rock Club,Recreation
Copper,47.5822,-122.3236,M.O.B. Studios,47.580134,-122.324698,Rock Club,Recreation
Gyrojack,47.614533,-122.3448,The Crocodile,47.61341171,-122.3443404,Rock Club,Recreation
Three Dogs,47.614483,-122.3449,The Crocodile,47.61341171,-122.3443404,Rock Club,Recreation
Untitled,47.666167,-122.38285,Tractor Tavern,47.66583623,-122.382656,Rock Club,Recreation
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Rugby Field,47.6813358,-122.2593157,Rugby Pitch,Recreation
People Waiting for the Interurban,47.64945,-122.349483,Evergreens,47.64941889,-122.3481397,Salad Place,Food
Pergola At Waiting For The Interurban,47.64945,-122.34955,Evergreens,47.64941889,-122.3481397,Salad Place,Food
Reality Relics,47.650133,-122.348433,Evergreens,47.64941889,-122.3481397,Salad Place,Food
Water Weaving Light Cycle,47.650067,-122.348833,Evergreens,47.64941889,-122.3481397,Salad Place,Food
Angie's Umbrella,47.611333,-122.345417,Gary Manuel Studio,47.61199586,-122.3453222,Salon / Barbershop,Service
Children's Art Tiles,47.6109,-122.3369,Gene Juarez Salon & Spa,47.61232932,-122.3348201,Salon / Barbershop,Service
Contour,47.623083,-122.322217,Scream Salon,47.6210004,-122.3214418,Salon / Barbershop,Service
Dancer's Series: Steps,47.622967,-122.320833,Scream Salon,47.6210004,-122.3214418,Salon / Barbershop,Service
Gravity Law,47.521383,-122.2705,Hair Art Beauty Supply,47.52285056,-122.269004,Salon / Barbershop,Service
Memories,47.521483,-122.270533,Hair Art Beauty Supply,47.52285056,-122.269004,Salon / Barbershop,Service
Pursuit of Knowledge,47.521533,-122.270217,Hair Art Beauty Supply,47.52285056,-122.269004,Salon / Barbershop,Service
Skylight Aperture Sundial,47.64045,-122.3024,Salon Blast,47.639765,-122.301714,Salon / Barbershop,Service
The Children,47.5216,-122.271267,Hair Art Beauty Supply,47.52285056,-122.269004,Salon / Barbershop,Service
The Itinerant,47.622033,-122.320683,Scream Salon,47.6210004,-122.3214418,Salon / Barbershop,Service
Westlake Star Axis/Seven Hills,47.611167,-122.3373,Gene Juarez Salon & Spa,47.61232932,-122.3348201,Salon / Barbershop,Service
A Place Called Home,47.560033,-122.2869,Subway,47.55870936,-122.2854906,Sandwich Place,Food
Anawog,47.601067,-122.331617,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Ballard Gateway,47.664986,-122.376136,Mean Sandwich,47.66377266,-122.3768067,Sandwich Place,Food
Bear (Totem),47.600733,-122.33325,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Chief Seattle Fountain,47.602017,-122.33395,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Cornerstone,47.607967,-122.329267,George's Sausage & Delicatessen,47.60852707,-122.3270141,Sandwich Place,Food
Day/Night,47.601983,-122.33395,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Dreamboats,47.640183,-122.325967,Mammoth,47.64220907,-122.3260303,Sandwich Place,Food
Dreamboats,47.640183,-122.325967,Terry's 14 Carrot Cafe,47.63992311,-122.3260258,Sandwich Place,Food
Fortson Square  ,47.601117,-122.3317,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Gravity Law,47.521383,-122.2705,Sub Shop #7,47.52198333,-122.2697373,Sandwich Place,Food
Into the Green Wood,47.687517,-122.3553,Valhalla Sandwiches,47.68858205,-122.3550986,Sandwich Place,Food
Killer Whale (Totem),47.600533,-122.333117,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Memories,47.521483,-122.270533,Sub Shop #7,47.52198333,-122.2697373,Sandwich Place,Food
Memory Place,47.719633,-122.341483,SUBWAY,47.71927323,-122.3443824,Sandwich Place,Food
Pergola,47.601883,-122.3341,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Prefontaine Fountain,47.601783,-122.3308,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Pursuit of Knowledge,47.521533,-122.270217,Sub Shop #7,47.52198333,-122.2697373,Sandwich Place,Food
Seattle Totem Pole,47.6021,-122.334067,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Spirit of Washington,47.560033,-122.2873,Subway,47.55870936,-122.2854906,Sandwich Place,Food
Spur Line,47.6323,-122.340533,SUBWAY,47.63399258,-122.3404027,Sandwich Place,Food
Street Treatment,47.617967,-122.354433,SUBWAY,47.61624189,-122.3529967,Sandwich Place,Food
Sun and Raven (Totem),47.600517,-122.333133,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
The Children,47.5216,-122.271267,Sub Shop #7,47.52198333,-122.2697373,Sandwich Place,Food
Tsonqua (Totem),47.600617,-122.333383,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
Water Works,47.60232,-122.33243,Tat's Delicatessen,47.60190102,-122.3324232,Sandwich Place,Food
112 Wristwatches,47.603983,-122.329167,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Biography of a Branch,47.6212,-122.351733,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Black Lightning,47.620367,-122.3483,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Black Sun,47.629917,-122.315167,Volunteer Park Water Tower,47.62901928,-122.3146301,Scenic Lookout,Recreation
Break Point,47.540783,-122.375017,High Point Cell Tower,47.540451,-122.378224,Scenic Lookout,Recreation
Circus Ring Plaza,47.621,-122.350883,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Codes & Protocol,47.604317,-122.3296,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Codes & Protocol,47.60432,-122.3296,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Codes & Protocol,47.604567,-122.3292,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Codes & Protocol,47.60475,-122.329917,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Common Ground,47.603983,-122.329167,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Cornerstones,47.632167,-122.32625,Eastlake Floating Walkway,47.63141776,-122.3275485,Scenic Lookout,Recreation
Garthgoyles:  Designs for the Charlotte Martin Theatre,47.62085,-122.352117,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Highpoint,47.540783,-122.375017,High Point Cell Tower,47.540451,-122.378224,Scenic Lookout,Recreation
Homecoming,47.523467,-122.393633,Fauntleroy Creek Ravine,47.52264935,-122.392416,Scenic Lookout,Recreation
Human Forms in Balance,47.622083,-122.350867,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
I-90 Portal,47.5911,-122.288133,East Portal Viewpoint,47.59041208,-122.2889107,Scenic Lookout,Recreation
Inset-Anchor (Park) On Alki,47.595183,-122.387467,Alki Point,47.59457348,-122.3845408,Scenic Lookout,Recreation
Inset-Anchor (Park) On Alki,47.595183,-122.387467,Duwamish Head Greenbelt,47.59507834,-122.386675,Scenic Lookout,Recreation
Judge Thomas Burke,47.629283,-122.31525,Volunteer Park Water Tower,47.62901928,-122.3146301,Scenic Lookout,Recreation
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Listening,47.60445,-122.330217,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Migrare,47.621767,-122.3515,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Moon Gates,47.620033,-122.348917,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Moses,47.6208,-122.348933,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Neototems Children's Garden,47.620167,-122.3517,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Olympic Iliad,47.6193,-122.3501,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Points of View,47.603983,-122.329167,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Points of View,47.603983,-122.329167,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Seattle Center Totem,47.620767,-122.351333,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Transition,47.60475,-122.330333,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Untitled,47.629617,-122.366733,"Highland. Drive, The Old Queen Anne Hill",47.63098878,-122.3668421,Scenic Lookout,Recreation
Untitled ,47.618733,-122.347917,Space Needle: Observation Deck,47.62051477,-122.3493297,Scenic Lookout,Recreation
Untitled Cor-Ten Steel Sculpture,47.634333,-122.312333,Louisa Boren Lookout,47.63453941,-122.3125331,Scenic Lookout,Recreation
Viewers,47.595333,-122.386417,Alki Point,47.59457348,-122.3845408,Scenic Lookout,Recreation
Viewers,47.595333,-122.386417,Duwamish Head Greenbelt,47.59507834,-122.386675,Scenic Lookout,Recreation
Wings,47.603983,-122.329167,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,Columbia Center Observation Deck (Sky View Observatory),47.60459497,-122.3308164,Scenic Lookout,Recreation
Biography of a Branch,47.6212,-122.351733,Pacific Science Center,47.61958523,-122.3515554,Science Museum,Recreation
Garthgoyles:  Designs for the Charlotte Martin Theatre,47.62085,-122.352117,Pacific Science Center,47.61958523,-122.3515554,Science Museum,Recreation
Moon Gates,47.620033,-122.348917,Pacific Science Center,47.61958523,-122.3515554,Science Museum,Recreation
Neototems Children's Garden,47.620167,-122.3517,Pacific Science Center,47.61958523,-122.3515554,Science Museum,Recreation
Olympic Iliad,47.6193,-122.3501,Pacific Science Center,47.61958523,-122.3515554,Science Museum,Recreation
Seattle Center Totem,47.620767,-122.351333,Pacific Science Center,47.61958523,-122.3515554,Science Museum,Recreation
Second Avenue Additions,47.61805,-122.35205,Pacific Science Center,47.61958523,-122.3515554,Science Museum,Recreation
Twine and Branch,47.62135,-122.352067,Pacific Science Center,47.61958523,-122.3515554,Science Museum,Recreation
Biography of a Branch,47.6212,-122.351733,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Black Lightning,47.620367,-122.3483,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Black Sun,47.629917,-122.315167,Black Sun,47.63000699,-122.3151462,Sculpture Garden,Recreation
Circus Ring Plaza,47.621,-122.350883,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Garthgoyles:  Designs for the Charlotte Martin Theatre,47.62085,-122.352117,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Homage in Green,47.63205,-122.3157,Black Sun,47.63000699,-122.3151462,Sculpture Garden,Recreation
Judge Thomas Burke,47.629283,-122.31525,Black Sun,47.63000699,-122.3151462,Sculpture Garden,Recreation
Migrare,47.621767,-122.3515,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Moon Gates,47.620033,-122.348917,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Moses,47.6208,-122.348933,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Neototems Children's Garden,47.620167,-122.3517,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Olympic Iliad,47.6193,-122.3501,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Seattle Center Totem,47.620767,-122.351333,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Second Avenue Additions,47.61805,-122.35205,Paccar Pavillion At Olympic Sculpture Park,47.61622599,-122.3538375,Sculpture Garden,Recreation
Street Treatment,47.617967,-122.354433,Olympic Sculpture Park,47.61636542,-122.3547813,Sculpture Garden,Recreation
Street Treatment,47.617967,-122.354433,Paccar Pavillion At Olympic Sculpture Park,47.61622599,-122.3538375,Sculpture Garden,Recreation
Street Treatment,47.617967,-122.354433,Neukom Vivarium,47.61581546,-122.3543211,Sculpture Garden,Recreation
The Fin Project:  From Swords into Plowshares,47.68085,-122.247333,Whale Tales @ Magnuson,47.68072221,-122.2475993,Sculpture Garden,Recreation
The Fin Project:  From Swords into Plowshares,47.68085,-122.247333,The Fin Project,47.68129506,-122.246943,Sculpture Garden,Recreation
Twine and Branch,47.62135,-122.352067,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Untitled ,47.618733,-122.347917,Sonic Bloom,47.62006087,-122.3502225,Sculpture Garden,Recreation
Untitled Bird-Bath,47.6312,-122.316733,Black Sun,47.63000699,-122.3151462,Sculpture Garden,Recreation
William H. Seward,47.6319,-122.315717,Black Sun,47.63000699,-122.3151462,Sculpture Garden,Recreation
4 (Where shall I go ahead?),47.599317,-122.330183,Taylor Shellfish Oyster Bar,47.59873691,-122.3327459,Seafood Restaurant,Food
Acrobat Constellation,47.622083,-122.352833,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Alki / Duwamish Culture Trail,47.58215,-122.403517,Duke's Seafood & Chowder,47.580712,-122.405966,Seafood Restaurant,Food
Barbet,47.62425,-122.35233,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Beyond The Reef,47.607317,-122.342133,Market Grill,47.60889701,-122.3410108,Seafood Restaurant,Food
Breaching Orca,47.607317,-122.342133,Market Grill,47.60889701,-122.3410108,Seafood Restaurant,Food
Bronze Imbeds,47.58215,-122.403517,Duke's Seafood & Chowder,47.580712,-122.405966,Seafood Restaurant,Food
Dreaming in Color,47.623883,-122.351133,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Encircled Stream,47.623833,-122.351967,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Farmer's Pole,47.61,-122.343783,Pike Place Chowder,47.60942424,-122.3411526,Seafood Restaurant,Food
Fountain Of Creation,47.6229,-122.35375,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Fountain of Seseragi,47.62335,-122.35247,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Fountain Of The Northwest,47.62435,-122.35232,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Fu,47.624417,-122.351467,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Hydraulis,47.622133,-122.35335,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
In the Event,47.6221,-122.35477,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Ivar Feeding the Gulls,47.60385,-122.338767,Ivar's Fish Bar,47.60394816,-122.3387111,Seafood Restaurant,Food
Ivar Feeding the Gulls,47.60385,-122.338767,Elliott's Oyster House,47.60524932,-122.340508,Seafood Restaurant,Food
Kobe Bell,47.62345,-122.352117,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Little Liberty,47.579383,-122.410633,Sunfish Seafood,47.578518,-122.4122,Seafood Restaurant,Food
Marine-Life Paintings,47.607317,-122.342133,Market Grill,47.60889701,-122.3410108,Seafood Restaurant,Food
Neon For The Bagley Wright Theatre,47.623883,-122.353183,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Neototems,47.62235,-122.35255,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Pavers,47.58215,-122.403517,Duke's Seafood & Chowder,47.580712,-122.405966,Seafood Restaurant,Food
Play Ray Plaza,47.622433,-122.355183,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Pool,47.623067,-122.352867,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
"Sea Otter, Salmon, And Raven",47.607317,-122.342133,Market Grill,47.60889701,-122.3410108,Seafood Restaurant,Food
Seattle Garden,47.607433,-122.339867,Market Grill,47.60889701,-122.3410108,Seafood Restaurant,Food
Signs of Life,47.6851,-122.337583,Duke's Seafood & Chowder,47.686131,-122.338197,Seafood Restaurant,Food
The Lang Fountain,47.62405,-122.35215,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Untitled,47.623567,-122.35205,Taylor Shellfish Oyster Bar Queen Anne,47.6233578,-122.3543019,Seafood Restaurant,Food
Waterway 15,47.607167,-122.341967,Market Grill,47.60889701,-122.3410108,Seafood Restaurant,Food
Whale's Tail,47.579383,-122.40715,Duke's Seafood & Chowder,47.580712,-122.405966,Seafood Restaurant,Food
112 Wristwatches,47.603983,-122.329167,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Codes & Protocol,47.604317,-122.3296,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Codes & Protocol,47.60432,-122.3296,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Codes & Protocol,47.604567,-122.3292,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Common Ground,47.603983,-122.329167,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Points of View,47.603983,-122.329167,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Points of View,47.603983,-122.329167,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Wings,47.603983,-122.329167,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Wisteria Mural,47.6593,-122.319167,FedEx Office Print & Ship Center,47.6615379,-122.3194105,Shipping Store,Retail
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,The UPS Store,47.60588685,-122.3303864,Shipping Store,Retail
Homage to Hokusai,47.6814,-122.32695,Super Jock 'N Jill,47.6807117,-122.3259993,Shoe Store,Retail
Portal,47.680317,-122.328433,Super Jock 'N Jill,47.6807117,-122.3259993,Shoe Store,Retail
Seven Figures,47.680417,-122.3281,Super Jock 'N Jill,47.6807117,-122.3259993,Shoe Store,Retail
Longfellow Creek Legacy Trail Way Finding Signs,47.519767,-122.368483,Westwood Village,47.52168503,-122.3669495,Shopping Mall,Retail
Periscope Tree,47.569783,-122.2863,Rainier Valley Square,47.56956133,-122.2890906,Shopping Mall,Retail
Children's Screen,47.563367,-122.364167,Delridge Skatepark,47.56450156,-122.3641558,Skate Park,Recreation
Framed Portraits,47.56345,-122.364183,Delridge Skatepark,47.56450156,-122.3641558,Skate Park,Recreation
Geomantic Artwork,47.563567,-122.3645,Delridge Skatepark,47.56450156,-122.3641558,Skate Park,Recreation
One Hundred and Twenty Ancestors,47.56345,-122.364183,Delridge Skatepark,47.56450156,-122.3641558,Skate Park,Recreation
Tribal Names,47.563617,-122.3645,Delridge Skatepark,47.56450156,-122.3641558,Skate Park,Recreation
Trophies,47.56345,-122.364183,Delridge Skatepark,47.56450156,-122.3641558,Skate Park,Recreation
Circulation,47.706033,-122.322717,Auntie Anne's,47.70497236,-122.3256007,Snack Place,Food
In Transition is Unity,47.705883,-122.322567,Auntie Anne's,47.70497236,-122.3256007,Snack Place,Food
Children's Screen,47.563367,-122.364167,Delridge Playfield - Soccer Fields,47.56199744,-122.3637165,Soccer Field,Recreation
Fish Children,47.70585,-122.291333,Nathan Hale Playfield,47.70752948,-122.2925078,Soccer Field,Recreation
Fleet,47.705783,-122.291367,Nathan Hale Playfield,47.70752948,-122.2925078,Soccer Field,Recreation
Framed Portraits,47.56345,-122.364183,Delridge Playfield - Soccer Fields,47.56199744,-122.3637165,Soccer Field,Recreation
Geomantic Artwork,47.563567,-122.3645,Delridge Playfield - Soccer Fields,47.56199744,-122.3637165,Soccer Field,Recreation
JUMs,47.527683,-122.368817,Chief Sealth High School Stadium,47.52737034,-122.3675339,Soccer Field,Recreation
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Field 5,47.6813153,-122.2578698,Soccer Field,Recreation
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Field 6,47.68064524,-122.2596788,Soccer Field,Recreation
One Hundred and Twenty Ancestors,47.56345,-122.364183,Delridge Playfield - Soccer Fields,47.56199744,-122.3637165,Soccer Field,Recreation
Schema,47.7059,-122.291367,Nathan Hale Playfield,47.70752948,-122.2925078,Soccer Field,Recreation
Tribal Names,47.563617,-122.3645,Delridge Playfield - Soccer Fields,47.56199744,-122.3637165,Soccer Field,Recreation
Trophies,47.56345,-122.364183,Delridge Playfield - Soccer Fields,47.56199744,-122.3637165,Soccer Field,Recreation
Weather Prophet,47.70575,-122.291367,Nathan Hale Playfield,47.70752948,-122.2925078,Soccer Field,Recreation
112 Wristwatches,47.603983,-122.329167,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Codes & Protocol,47.604317,-122.3296,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Codes & Protocol,47.60432,-122.3296,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Codes & Protocol,47.604567,-122.3292,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Codes & Protocol,47.60475,-122.329917,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Common Ground,47.603983,-122.329167,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Hatch Covers,47.6039,-122.330833,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
illumine,47.603867,-122.33055,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Listening,47.60445,-122.330217,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
Points of View,47.603983,-122.329167,Columbia Tower Club,47.60450652,-122.3304838,Social Club,Recreation
